cycle,length,bottleneck_kzt
100000000089154100→100000000437046100→100000007639767100→100000006866783100→100000000089154100,4,10000.0
100000000089154100→100000000437046100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000000089154100,6,10000.0
100000004847758100→100000008603629100→100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000004351795100→100000000437046100→100000007639767100→100000006866783100→100000004847758100,6,10000.0
100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000002306369100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000008587459100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000004351795100,6,10000.0
100000004351795100→100000000437046100→100000007639767100→100000006866783100→100000004390333100→100000008603629100→100000004351795100,6,10000.0
100000000089154100→100000008111003100→100000003796063100→100000008477350100→100000005910114100→100000006866783100→100000000089154100,6,10000.0
100000000089154100→100000008111003100→100000003796063100→100000006866783100→100000000089154100,4,10000.0
100000000089154100→100000006866783100→100000000089154100,2,10000.0
100000004390333100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000006866783100→100000004390333100,6,10000.0
100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000006866783100→100000004390333100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000006866783100→100000008686313100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000006866783100→100000001660397100→100000008413748100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000006866783100→100000004351795100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,4,10000.0
100000004070318100→100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000004390333100→100000000437046100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004351795100→100000008603629100→100000007639767100→100000006866783100→100000004351795100,4,10000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000005048668100→100000008603629100→100000004351795100,6,10000.0
100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000008603629100→100000008686313100,6,10000.0
100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000004400305100→100000003213473100→100000006866783100,6,10000.0
100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000006866783100,4,10000.0
100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000008477350100→100000007639767100→100000006866783100,6,10000.0
100000008304139100→100000000437046100→100000007639767100→100000004400305100→100000008304139100,4,10000.0
100000006866783100→100000007639767100→100000004400305100→100000007593823100→100000008111003100→100000003796063100→100000006866783100,6,10000.0
100000006866783100→100000007639767100→100000004400305100→100000001609499100→100000006866783100,4,10000.0
100000006866783100→100000007639767100→100000004400305100→100000003213473100→100000006866783100,4,10000.0
100000006866783100→100000007639767100→100000006866783100,2,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000008304139100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000008304139100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004847758100→100000008603629100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000003968044100→100000008603629100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000004390333100→100000008477350100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000004390333100,6,10000.0
100000004070318100→100000006866783100→100000000089154100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000006866783100→100000002306369100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000006866783100,6,10000.0
100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000004400305100→100000001609499100→100000006866783100,6,10000.0
100000004390333100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000004390333100,6,10000.0
100000000089154100→100000008111003100→100000003796063100→100000008346837100→100000005910114100→100000006866783100→100000000089154100,6,10000.0
100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000000089154100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000004070318100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000004390333100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000004390333100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000002306369100→100000008603629100→100000008686313100,6,10000.0
100000004390333100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000004400305100→100000004390333100,6,10000.0
100000004390333100→100000006866783100→100000008304139100→100000000437046100→100000007639767100→100000004400305100→100000004390333100,6,10000.0
100000004390333100→100000008477350100→100000007639767100→100000004400305100→100000004390333100,4,10000.0
100000004390333100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004390333100,6,10000.0
100000004070318100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,4,10000.0
100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000008137435100→100000008686313100,5,10000.0
100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000004351795100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000001609499100→100000006866783100→100000000089154100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000000437046100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000008686313100,6,10000.0
100000004070318100→100000004400305100→100000008686313100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000004390333100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000004390333100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,10000.0
100000008686313100→100000008603629100→100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000004351795100→100000000437046100→100000007639767100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000001660397100→100000006866783100→100000000089154100→100000000437046100→100000008686313100,6,10000.0
100000000089154100→100000008111003100→100000003796063100→100000008477350100→100000007639767100→100000006866783100→100000000089154100,6,10000.0
100000004070318100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000008304139100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000008304139100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000008686313100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000008686313100,6,10000.0
100000008686313100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000000331309100→100000008686313100,6,10000.0
100000004070318100→100000006866783100→100000007639767100→100000004400305100→100000004070318100,4,10000.0
100000004070318100→100000006866783100→100000007639767100→100000004400305100→100000004390333100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000007639767100→100000004400305100→100000002645993100→100000008413748100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000000437046100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000008686313100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000008686313100→100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000008686313100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000001609499100→100000006866783100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000001660397100→100000006866783100→100000000089154100→100000005782781100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000004847758100,6,10000.0
100000004070318100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,6,10000.0
100000004070318100→100000006866783100→100000007639767100→100000004400305100→100000008686313100→100000000437046100→100000004070318100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000006866783100→100000004847758100,4,10000.0
100000004847758100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000005782781100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000004679953100→100000005782781100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000004847758100,4,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000005782781100→100000004847758100,6,10000.0
100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000004403675100→100000000331309100→100000008686313100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000005782781100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000003213473100→100000006866783100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000003213473100→100000005782781100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000006866783100→100000000089154100→100000005782781100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000006866783100→100000004679953100→100000005782781100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000005782781100→100000004847758100,6,10000.0
100000005910114100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000005910114100,6,10000.0
100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000005910114100,4,10000.0
100000005910114100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000004400305100→100000005910114100,6,10000.0
100000005910114100→100000006866783100→100000008304139100→100000000437046100→100000007639767100→100000004400305100→100000005910114100,6,10000.0
100000004847758100→100000008603629100→100000001609499100→100000006866783100→100000000089154100→100000005782781100→100000004847758100,6,10000.0
100000004847758100→100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000004847758100,6,10000.0
100000004070318100→100000004400305100→100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004070318100→100000004400305100→100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,6,10000.0
100000004400305100→100000005052998100→100000008477350100→100000007639767100→100000004400305100,4,9500.0
100000004070318100→100000004400305100→100000005052998100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,6,9500.0
100000008603629100→100000007639767100→100000004400305100→100000005052998100→100000008477350100→100000005910114100→100000008603629100,6,9500.0
100000008603629100→100000007639767100→100000004400305100→100000005052998100→100000008477350100→100000003968044100→100000008603629100,6,9500.0
100000004070318100→100000004400305100→100000005052998100→100000008477350100→100000008086440100→100000000437046100→100000004070318100,6,9500.0
100000004070318100→100000004400305100→100000005052998100→100000008477350100→100000005910114100→100000006866783100→100000004070318100,6,9500.0
100000004070318100→100000004400305100→100000005052998100→100000008477350100→100000007639767100→100000000437046100→100000004070318100,6,9500.0
100000008086440100→100000000437046100→100000007639767100→100000004400305100→100000005052998100→100000008477350100→100000008086440100,6,9500.0
100000008086440100→100000008603629100→100000007639767100→100000004400305100→100000005052998100→100000008477350100→100000008086440100,6,9500.0
100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000005052998100→100000008477350100→100000005910114100,6,9500.0
100000000580561100→100000007939160100→100000000580561100,2,9300.0
100000004847758100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000004847758100,6,9000.0
100000008587459100→100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000008587459100,6,9000.0
100000004400305100→100000003213473100→100000004400305100,2,9000.0
100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000005910114100,4,9000.0
100000004390333100→100000008477350100→100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000004390333100,6,9000.0
100000004070318100→100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000004070318100,6,9000.0
100000000089154100→100000008111003100→100000003796063100→100000004400305100→100000003213473100→100000006866783100→100000000089154100,6,9000.0
100000000089154100→100000008111003100→100000003796063100→100000004400305100→100000008304139100→100000006866783100→100000000089154100,6,9000.0
100000008304139100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000004400305100→100000008304139100,6,9000.0
100000004070318100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000004400305100→100000004070318100,6,9000.0
100000004390333100→100000006866783100→100000000089154100→100000008111003100→100000003796063100→100000004400305100→100000004390333100,6,9000.0
100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000001609499100→100000006866783100,6,9000.0
100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000003213473100→100000006866783100,6,9000.0
100000004390333100→100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000004390333100,6,9000.0
100000004070318100→100000008477350100→100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000004070318100,6,9000.0
100000008686313100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000004400305100→100000008686313100,6,9000.0
100000004390333100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000004400305100→100000004390333100,6,9000.0
100000008686313100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000008686313100,6,9000.0
100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000008304139100→100000008477350100→100000005910114100,6,9000.0
100000008304139100→100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000008304139100,6,9000.0
100000000089154100→100000008111003100→100000003796063100→100000004400305100→100000001609499100→100000006866783100→100000000089154100,6,9000.0
100000000089154100→100000008111003100→100000003796063100→100000004400305100→100000005910114100→100000006866783100→100000000089154100,6,9000.0
100000007593823100→100000008111003100→100000003796063100→100000004400305100→100000005052998100→100000008477350100→100000007593823100,6,9000.0
100000004070318100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000004070318100,6,9000.0
100000007593823100→100000008111003100→100000003796063100→100000004400305100→100000007593823100,4,9000.0
100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000005052998100→100000008477350100→100000005910114100,6,9000.0
100000008686313100→100000006866783100→100000000089154100→100000008111003100→100000003796063100→100000004400305100→100000008686313100,6,9000.0
100000008587459100→100000006866783100→100000000089154100→100000008111003100→100000003796063100→100000004400305100→100000008587459100,6,9000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000005910114100→100000008603629100,6,9000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000008304139100→100000008603629100,6,9000.0
100000005910114100→100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000005910114100,6,9000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000002723538100→100000008603629100,6,9000.0
100000002527114100→100000006656003100→100000002527114100,2,9000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000004390333100→100000008603629100,6,9000.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000005048668100→100000008603629100,6,9000.0
100000008686313100→100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000008686313100,6,9000.0
100000004070318100→100000008346837100→100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000004070318100,6,9000.0
100000008686313100→100000008477350100→100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000008686313100,6,9000.0
100000004070318100→100000006866783100→100000000089154100→100000008111003100→100000003796063100→100000004400305100→100000004070318100,6,9000.0
100000004188160100→100000003016635100→100000008188026100→100000004527381100→100000004156082100→100000004188160100,5,8600.0
100000005287097100→100000004156082100→100000004188160100→100000003016635100→100000005287097100,4,8600.0
100000002175422100→100000002975437100→100000002175422100,2,8500.0
100000005910114100→100000002957787100→100000003582677100→100000008111003100→100000003796063100→100000008346837100→100000005910114100,6,8104.99
100000005910114100→100000002957787100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000005910114100,6,8104.99
100000005910114100→100000002957787100→100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000005910114100,6,8104.99
100000001788284100→100000001526235100→100000001788284100,2,8000.0
100000001899164100→100000002193259100→100000001899164100,2,8000.0
100000005546031100→100000005547096100→100000005546031100,2,8000.0
100000003886323100→100000007749092100→100000003886323100,2,7650.0
100000004070318100→100000002957787100→100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000004070318100,6,7600.0
100000004070318100→100000002957787100→100000002645993100→100000008413748100→100000008304139100→100000000437046100→100000004070318100,6,7600.0
100000004070318100→100000002957787100→100000002645993100→100000008413748100→100000008304139100→100000006866783100→100000004070318100,6,7600.0
100000004070318100→100000002957787100→100000008137435100→100000008686313100→100000006866783100→100000004070318100,5,7600.0
100000004070318100→100000002957787100→100000002645993100→100000008413748100→100000004070318100,4,7600.0
100000004070318100→100000002957787100→100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004070318100,6,7600.0
100000004070318100→100000002957787100→100000008137435100→100000008686313100→100000000437046100→100000004070318100,5,7600.0
100000000331309100→100000004746397100→100000002957787100→100000003582677100→100000008111003100→100000003796063100→100000000331309100,6,7500.0
100000005077484100→100000001380054100→100000005077484100,2,7050.0
100000002838861100→100000002812641100→100000002838861100,2,7023.95
100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000005048668100→100000008346837100→100000005910114100,6,7000.0
100000004070318100→100000004400305100→100000005048668100→100000008346837100→100000004351795100→100000000437046100→100000004070318100,6,7000.0
100000004351795100→100000003242289100→100000004140487100→100000004400305100→100000005048668100→100000008346837100→100000004351795100,6,7000.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000005048668100→100000008346837100→100000004351795100,6,7000.0
100000005519998100→100000003934614100→100000004336312100→100000004017410100→100000005519998100,4,7000.0
100000005519998100→100000003934614100→100000004336312100→100000005519998100,3,7000.0
100000004076740100→100000004467157100→100000004076740100,2,7000.0
100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000005048668100→100000008346837100→100000005910114100,6,7000.0
100000004070318100→100000004400305100→100000005048668100→100000008346837100→100000005910114100→100000006866783100→100000004070318100,6,7000.0
100000008603629100→100000007639767100→100000004400305100→100000005048668100→100000008346837100→100000005910114100→100000008603629100,6,7000.0
100000005911352100→100000004508696100→100000005911352100,2,7000.0
100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000005048668100→100000008346837100→100000004351795100,6,7000.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,6500.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000007639767100→100000000437046100→100000004070318100,6,6500.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,6,6500.0
100000005048668100→100000008346837100→100000005048668100,2,6500.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000001660397100→100000006866783100→100000004070318100,6,6500.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000001660397100→100000008413748100→100000004070318100,6,6500.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000008686313100→100000000437046100→100000004070318100,6,6500.0
100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000008346837100→100000005048668100→100000008603629100,6,6500.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,6500.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000001609499100→100000006866783100→100000004070318100,6,6500.0
100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,6500.0
100000006912294100→100000006443391100→100000006912294100,2,6335.09
100000004321983100→100000005171642100→100000004221668100→100000004321983100,3,6200.0
100000001049200100→100000004156082100→100000004188160100→100000003016635100→100000001049200100,4,6014.0
100000005287097100→100000004150593100→100000008595687100→100000003016635100→100000001049200100→100000004156082100→100000005287097100,6,6014.0
100000005287097100→100000003016635100→100000001049200100→100000004156082100→100000005287097100,4,6014.0
100000004070318100→100000008346837100→100000005910114100→100000002957787100→100000008632060100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000008346837100→100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000004070318100,6,6000.0
100000008443341100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000008443341100,6,6000.0
100000001279272100→100000000331309100→100000004746397100→100000002957787100→100000008632060100→100000000437046100→100000001279272100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000008686313100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000001660397100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000001660397100→100000008413748100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000007639767100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6,6000.0
100000008686313100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000008686313100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000000437046100→100000004070318100,4,6000.0
100000004070318100→100000002957787100→100000008632060100→100000000437046100→100000007639767100→100000004400305100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000000437046100→100000008686313100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000000437046100→100000007639767100→100000006866783100→100000004070318100,6,6000.0
100000008686313100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000008603629100→100000008686313100,6,6000.0
100000008686313100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000000437046100→100000008686313100,6,6000.0
100000008686313100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000008686313100,6,6000.0
100000001526235100→100000000926766100→100000001526235100,2,6000.0
100000004070318100→100000008346837100→100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000004070318100,6,6000.0
100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000002957787100→100000008632060100→100000008603629100,6,6000.0
100000004070318100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000004070318100,6,6000.0
100000001660397100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000001660397100,6,6000.0
100000004070318100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000000437046100→100000004070318100,6,6000.0
100000000331309100→100000004746397100→100000002957787100→100000008632060100→100000001857829100→100000003880331100→100000000331309100,6,6000.0
100000000331309100→100000004746397100→100000002957787100→100000008632060100→100000006866783100→100000004403675100→100000000331309100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000003213473100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000005910114100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000008304139100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000001609499100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000008587459100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000008304139100→100000000437046100→100000004070318100,6,6000.0
100000004390333100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000004390333100,6,6000.0
100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000008304139100→100000008477350100→100000005910114100,6,6000.0
100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000005048668100→100000008346837100→100000005910114100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000002645993100→100000008413748100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000004390333100→100000000437046100→100000004070318100,6,6000.0
100000005910114100→100000002957787100→100000008636603100→100000003016635100→100000004188160100→100000008346837100→100000005910114100,6,6000.0
100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000005910114100,4,6000.0
100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000005052998100→100000008477350100→100000005910114100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000004390333100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000008686313100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000004070318100,4,6000.0
100000005910114100→100000002957787100→100000008632060100→100000000437046100→100000007639767100→100000004400305100→100000005910114100,6,6000.0
100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000007639767100→100000004400305100→100000005910114100,6,6000.0
100000004390333100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000004390333100,6,6000.0
100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000008304139100→100000008477350100→100000005910114100,6,6000.0
100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000002306369100→100000008477350100→100000005910114100,6,6000.0
